Year,JulianDay,Hour,Minute,Second,Latitude,Longitude,Depth(km)
2015,78,17,23,29.8390,-0.00941,-79.08375,25.6883
2015,78,22,30,14.2189,-0.33358,-78.46638,10.0501
2015,79,0,54,48.3064,-4.10922,-79.77025,77.1919
2015,79,10,47,39.1343,-1.15697,-79.45000,103.4797
2015,80,3,44,55.4158,0.75247,-79.33087,36.1097
2015,80,16,9,48.2761,-2.87575,-79.75050,19.4850
2015,80,23,9,40.7341,0.67872,-78.94837,33.4729
2015,81,6,10,30.6967,-0.05761,-78.44837,9.2383
2015,81,6,54,17.6197,-1.12312,-78.38563,5.3177
2015,81,9,22,38.6185,-2.84064,-80.03000,61.4112
2015,81,12,26,13.7289,-1.38942,-79.26512,103.1634
2015,82,3,18,16.0661,-1.30598,-78.39575,15.3148
2015,82,8,45,59.1510,-2.93022,-79.99937,14.9704
2015,82,11,27,29.0356,-1.88524,-78.92438,16.0029
2015,82,16,0,40.3152,-1.74502,-78.56700,131.2562
2015,82,23,50,14.7608,-3.60891,-79.19837,88.7043
2015,83,0,46,58.0462,0.32445,-78.50525,0.0251
2015,83,2,49,3.1202,-1.07645,-78.66363,20.5183
2015,83,3,51,58.0463,-1.73726,-79.21275,20.0063
2015,83,4,11,27.0746,0.03892,-78.78325,100.9008
2015,83,6,8,13.6310,-2.10750,-79.69725,80.0847
2015,83,7,35,46.8537,-2.05559,-79.57750,54.0610
2015,83,13,19,40.3387,-0.59119,-78.34463,13.0361
2015,83,17,36,19.2422,-0.29748,-79.64450,50.4878
2015,84,0,54,6.6803,-2.85588,-79.82288,25.1857
2015,84,5,45,54.2859,-1.95898,-78.71975,16.4510
2015,84,8,49,31.7928,-2.77274,-80.64262,38.0637
2015,84,10,0,54.9044,-2.31236,-78.73712,19.9913
2015,84,11,31,33.0822,0.81147,-79.71313,16.3216
2015,85,1,33,36.4792,0.13405,-78.71162,15.5257
2015,85,8,43,18.2109,-0.93736,-79.17175,113.0702
2015,85,8,58,56.5964,-0.25984,-78.89162,7.7254
2015,86,0,6,25.9089,-2.63780,-79.80937,69.7184
2015,86,2,29,0.3663,-2.91307,-78.82213,83.9336
2015,86,5,10,47.3379,-1.13533,-78.32863,11.0925
2015,86,17,51,14.8291,-2.65050,-79.31387,65.7430
2015,87,7,14,12.7435,-1.74531,-79.15412,17.4062
2015,87,8,9,18.9724,0.25751,-77.42375,19.7754
2015,88,9,20,19.7595,-3.85069,-79.75825,66.6052
2015,88,11,8,50.8865,-0.83898,-77.73525,22.9838
2015,88,12,51,32.6589,-2.05700,-78.70225,121.6485
2015,90,3,14,8.0611,-1.01565,-78.32288,5.8942
2015,90,20,16,33.2989,-0.71255,-79.74525,76.6225
2015,90,21,39,9.8789,-0.33811,-77.89525,12.5501
2015,91,4,22,13.4772,-2.85289,-79.93250,34.7233
2015,91,8,7,59.4843,-0.94051,-79.15012,113.0201
2015,91,14,23,36.7806,0.37215,-78.31213,14.8749
2015,91,18,14,41.4336,0.29853,-78.54488,0.0253
2015,92,0,5,13.0040,-1.04609,-79.23788,107.9188
2015,92,2,32,58.7051,-1.06612,-78.31225,11.5435
2015,92,13,20,9.9293,-1.81452,-78.89313,16.5796
2015,92,19,41,54.0736,-4.12155,-79.60000,18.5163
2015,92,22,33,59.0533,0.74465,-79.71362,21.2222
2015,93,14,59,35.7580,0.23624,-78.41425,6.0255
2015,93,16,11,11.8791,0.25234,-78.41387,7.3254
2015,93,17,58,48.7489,0.24832,-78.40950,9.3754
2015,95,16,25,3.2300,0.44602,-79.89325,21.2370
2015,95,22,39,8.2947,-0.14306,-78.46350,14.3257
2015,95,22,46,8.9526,-1.04194,-79.40050,108.6188
2015,96,7,2,8.0468,0.11304,-78.79250,15.3132
2015,96,10,17,32.5788,-1.65270,-79.44512,94.7707
2015,97,2,28,3.4869,-2.09990,-80.41075,60.6724
2015,97,6,25,42.2869,-2.34568,-79.89025,59.7153
2015,97,6,57,48.0691,-1.17787,-78.17387,16.2669
2015,97,8,7,12.0841,-0.36442,-79.20550,16.2750
2015,97,10,31,53.8553,-2.14056,-79.92925,64.7212
2015,97,15,25,52.0964,-1.28031,-78.43700,17.6902
2015,97,22,1,50.9909,-2.90152,-80.08087,49.7215
2015,98,0,4,24.3925,-2.33043,-78.76788,99.9908
2015,99,5,16,55.1896,-3.53358,-79.57613,69.5703
2015,99,16,2,49.8352,-2.62659,-79.58437,21.5188
2015,99,22,9,10.6530,-0.65336,-77.76900,18.3606
2015,100,7,39,39.1112,-0.05799,-78.43163,9.5758
2015,100,23,24,33.8772,-0.24323,-79.24313,19.7754
2015,101,1,48,31.5277,-3.58045,-79.72388,20.1931
2015,101,12,57,18.7512,-0.08743,-78.37888,19.7758
2015,101,21,48,3.3293,-2.87604,-79.82188,32.6099
2015,102,13,37,5.6669,-2.16302,-80.29713,36.5206
2015,102,16,55,26.0909,-0.94744,-78.39863,5.3325
2015,102,17,0,21.4266,-2.08256,-78.22050,16.4478
2015,102,17,20,47.0513,-2.07828,-78.25413,15.8979
2015,102,17,40,40.0280,-3.45278,-79.70350,68.5114
2015,102,19,13,41.8888,-1.51060,-78.62500,15.2986
2015,103,10,32,17.8599,-2.87651,-79.75137,21.3599
2015,103,10,47,6.2387,-2.84025,-79.80425,15.6613
2015,103,17,59,2.5614,-2.80477,-79.51987,59.7251
2015,104,12,27,18.5031,-0.04402,-78.37275,14.1633
2015,104,12,34,49.7108,-0.05006,-78.36613,4.4633
2015,104,21,23,31.3668,-0.96797,-77.88425,23.0823
2015,104,21,58,13.5271,-2.11945,-79.80388,77.5468
2015,105,10,12,27.1422,-2.34623,-79.72188,78.5528
2015,105,19,15,35.9374,0.79712,-77.98675,9.1467
2015,105,19,23,48.1323,0.76918,-77.99438,4.3095
2015,106,8,59,35.4950,-0.30578,-79.09788,24.2752
2015,107,11,43,41.9106,-0.24852,-79.34538,37.9754
2015,107,13,2,12.2012,-1.12250,-78.36212,11.4177
2015,108,5,33,20.5733,-1.14578,-78.38700,13.1548
2015,109,3,48,51.1215,-0.81361,-79.68388,82.8091
2015,109,11,27,52.2086,0.35140,-79.33800,60.5250
2015,109,17,42,8.4937,-0.02376,-78.93200,13.9008
2015,109,20,48,55.0263,-1.40186,-79.75300,90.6506
2015,110,4,47,57.7837,-1.76447,-79.30338,102.7057
2015,110,12,48,59.8342,0.10184,-77.41800,20.1633
2015,110,13,3,24.4854,-2.62118,-79.52888,66.0190
2015,110,19,43,20.0978,-0.34365,-78.29188,8.7626
2015,111,5,55,4.6546,-1.25904,-80.54462,15.7031
2015,111,9,50,5.3434,0.07893,-78.48175,10.0258
2015,111,10,48,58.1400,-0.24750,-78.06775,5.1254
2015,112,9,29,48.9353,0.07152,-78.76700,104.8383
2015,112,18,23,46.8618,0.31451,-78.56262,10.0252
2015,112,20,58,55.5668,0.10487,-78.91387,94.6633
2015,113,6,29,24.3597,-2.96922,-78.86362,88.2814
2015,113,10,26,14.5036,-2.16939,-79.78950,70.2954
2015,113,11,2,2.7825,-0.08101,-78.47562,10.3508
2015,114,1,54,11.1321,-1.17894,-80.13300,59.7169
2015,114,6,30,3.2983,-2.95145,-79.02688,82.1446
2015,114,7,3,37.8305,0.84483,-79.75088,20.0212
2015,114,14,50,20.5733,-1.22418,-79.30238,106.5412
2015,115,9,0,18.2290,-1.04535,-78.30225,6.0188
2015,115,9,39,52.0731,-0.31950,-79.44075,33.8877
2015,115,22,42,19.2364,-1.94228,-79.64638,92.1265
2015,115,23,12,5.3786,0.77271,-79.00250,10.0220
2015,116,8,34,47.3380,-2.36576,-79.19000,86.3522
2015,116,18,28,10.1930,-2.75728,-78.78125,86.1393
2015,116,23,57,20.4110,-3.53784,-79.71137,32.6951
2015,117,4,54,15.0610,-2.92474,-79.99912,32.6081
2015,117,9,20,20.5081,-1.23727,-78.28400,14.9534
2015,117,9,22,8.9795,-3.74544,-79.60088,85.9353
2015,117,10,4,4.2212,-2.37274,-79.68163,60.0145
2015,117,18,40,13.6344,-1.02295,-78.38463,10.9566
2015,117,21,3,58.7758,-0.02854,-78.44100,7.6633
2015,118,3,42,10.7996,-3.53456,-79.71825,30.1952
2015,118,4,21,26.2533,0.48025,-77.56138,15.0243
2015,118,11,19,50.4365,-2.15043,-79.78538,89.9960
2015,118,23,24,10.0343,0.32118,-78.66438,12.2627
2015,119,1,31,30.3622,-2.84781,-79.81300,19.4235
2015,119,2,30,10.5549,-2.86128,-79.80637,21.7605
2015,119,2,43,38.7523,-0.46685,-79.21100,-0.2256
2015,119,7,21,42.9168,0.22718,-79.08138,27.7505
2015,119,7,32,59.1997,-2.38777,-80.75350,32.1390
2015,119,13,36,24.4572,-1.12992,-78.37775,5.4051
2015,119,18,20,1.1040,0.28858,-78.55525,-4.4747
2015,119,20,2,37.7138,-1.23501,-80.43875,14.6660
2015,120,6,54,43.4530,-1.29332,-80.65737,48.5400
2015,120,8,10,5.7972,-2.71735,-80.38500,32.2407
2015,120,9,14,58.6514,-2.34286,-79.23637,89.8904
2015,120,9,19,29.1416,-1.06184,-78.33688,11.9935
2015,120,10,15,29.0973,-1.92932,-78.92300,33.2768
2015,121,9,19,12.1036,-0.24801,-78.37512,9.7754
2015,122,3,11,37.4186,-3.54004,-79.58525,14.6950
2015,122,3,38,57.6947,-2.09856,-79.75000,79.5599
2015,122,9,0,17.7367,0.07453,-77.70125,14.8883
2015,122,9,46,22.3610,0.03942,-78.68413,14.1508
2015,122,13,33,17.9746,0.57049,-79.22437,22.7112
2015,122,21,57,29.3916,-2.86989,-79.56438,37.4852
2015,122,23,14,47.0701,-1.07605,-79.01350,113.2809
2015,123,2,17,19.1775,-1.01073,-79.40637,106.7817
2015,123,4,24,52.3145,-1.03742,-78.32250,8.7064
2015,123,13,45,57.2578,-2.10140,-79.00550,109.7723
2015,124,1,43,42.9123,-1.06788,-78.34238,10.3310
2015,124,2,26,24.0785,-1.12778,-78.35037,7.6426
2015,124,4,34,21.9519,-3.08107,-79.20988,79.8146
2015,124,6,40,33.6262,-1.04660,-79.39288,111.4063
2015,124,8,4,45.4710,-1.01238,-78.34113,4.3067
2015,124,14,0,30.5253,0.34988,-78.05862,17.0750
2015,124,15,57,35.6012,0.55526,-79.24162,32.6988
2015,124,23,26,26.1725,-2.19762,-79.36800,84.5696
2015,125,14,53,14.0063,-3.53249,-79.58613,14.6953
2015,126,5,13,34.3552,-2.00111,-80.07887,61.7125
2015,126,15,10,20.7208,-1.76266,-80.45737,10.2558
2015,127,4,45,6.5013,-1.35203,-78.41100,10.5015
2015,127,12,31,40.0999,-1.10299,-78.36188,10.4180
2015,127,20,44,25.1964,-1.02560,-78.30225,13.3065
2015,128,0,44,38.6407,-0.18911,-79.31587,11.9756
2015,128,9,35,11.5139,-1.35506,-78.39825,12.9640
2015,129,1,44,48.0548,-1.93709,-78.22212,17.1016
2015,129,9,44,51.8273,-1.59723,-80.66625,42.3719
2015,129,18,1,20.9538,-1.39683,-79.78275,10.0132
2015,130,0,26,48.8792,-1.92789,-78.68775,12.9643
2015,130,0,53,56.0042,-3.05506,-79.33550,55.2156
2015,130,3,15,44.2953,-2.76370,-79.64613,45.2265
2015,130,6,31,20.5675,-1.06813,-78.31863,10.8310
2015,131,4,13,20.1816,-0.00954,-78.88600,87.8383
2015,131,7,55,33.9697,-0.04314,-78.42638,8.7758
2015,131,9,46,52.1218,-0.95639,-78.42188,18.1824
2015,131,11,53,2.7320,-1.63092,-78.14912,162.3462
2015,132,14,11,6.1756,-1.66114,-78.00925,172.3330
2015,132,22,23,55.8683,-2.08331,-79.92275,70.4728
2015,133,8,12,19.8438,-1.80194,-79.08138,18.9299
2015,133,16,8,18.0331,-2.06544,-78.94012,11.5983
2015,134,13,21,27.2298,-1.94401,-78.25288,17.1264
2015,135,2,0,26.4299,0.28633,-79.13812,39.4628
2015,136,6,36,47.5493,-3.09699,-79.01900,59.9639
2015,136,7,47,0.9303,-3.00268,-79.04475,82.9676
2015,136,19,46,1.2589,0.01261,-78.36413,17.1258
2015,137,8,9,50.2872,-1.98243,-78.98800,32.9005
2015,137,20,3,18.5566,0.05150,-78.68575,20.0258
2015,138,5,4,35.2913,-1.31997,-77.81400,31.2896
2015,138,6,17,28.0787,-0.25732,-78.80163,14.3129
2015,138,7,44,42.4149,0.06270,-77.69987,15.0258
2015,138,8,47,35.5307,0.09995,-77.68938,0.0258
2015,138,12,38,15.9394,-1.10966,-78.36200,11.8804
2015,138,23,56,28.4986,-0.04679,-78.39288,8.1758
2015,139,5,6,40.9434,-1.26762,-80.62000,32.2655
2015,139,9,56,13.9290,-1.21016,-80.33400,66.5664
2015,139,13,38,56.7447,-0.89350,-80.32613,46.4082
2015,139,17,7,17.8625,0.24079,-78.76388,97.4755
2015,139,23,21,49.4357,0.11972,-78.87388,95.4257
2015,140,1,21,58.3461,-2.79970,-78.94488,89.4377
2015,140,6,6,44.9496,-1.59397,-79.61625,119.5219
2015,141,9,20,21.7738,-1.61104,-77.87000,25.9341
2015,141,16,4,37.6776,-2.42239,-79.14525,85.8004
2015,141,17,46,40.4795,-1.25238,-80.54600,21.0657
2015,141,21,3,56.6289,-1.04307,-79.42075,105.3438
2015,141,21,52,11.9087,-1.24622,-80.53475,22.1408
2015,141,23,1,11.4051,-0.77081,-79.79800,71.0095
2015,144,10,16,17.5244,0.00380,-78.36075,16.0133
2015,144,21,13,3.5642,-1.21348,-78.39575,11.6788
2015,144,21,58,48.6378,-1.21650,-78.37450,10.4538
2015,145,3,16,57.6169,-0.39663,-78.56262,11.0748
2015,145,3,33,32.7798,-2.30831,-78.42775,113.6539
2015,145,4,21,37.5764,-0.96166,-80.57012,4.5074
2015,145,5,39,40.1431,-0.05257,-78.43562,14.4133
2015,145,6,40,38.8988,-0.74045,-79.17513,24.7723
2015,145,22,43,2.6243,-3.53889,-79.55988,11.1825
2015,145,23,42,3.8849,-1.06863,-78.32812,8.2435
2015,146,23,3,24.9738,-0.55105,-79.30000,20.9989
2015,147,1,4,3.2603,0.06383,-78.42600,15.5383
2015,147,2,31,26.3832,0.87138,-79.81113,22.8959
2015,147,6,9,37.7222,0.81097,-79.76938,16.8591
2015,147,7,59,28.7802,-2.99772,-80.18900,30.1428
2015,147,8,58,55.9753,-2.33224,-79.68950,70.9157
2015,147,10,21,37.1493,-2.96590,-80.04500,-5.0309
2015,147,15,52,41.7605,0.25876,-80.08725,15.0254
2015,147,21,30,36.6614,0.60509,-78.61613,17.1735
2015,147,23,53,34.7881,-0.82129,-79.79838,75.8090
2015,148,3,26,41.7384,-0.09423,-78.49863,15.3008
2015,148,6,15,34.8899,-2.73386,-78.95100,81.1901
2015,148,11,55,56.7353,-2.54166,-79.20487,72.2466
2015,148,23,40,24.3051,-3.53464,-79.59300,18.5452
2015,149,0,38,58.7085,-2.39466,-79.71812,70.8138
2015,149,5,28,28.6292,-2.90063,-79.05488,87.4965
2015,150,5,30,39.1671,-2.69608,-79.72813,29.9789
2015,150,8,47,38.4362,0.07465,-78.72363,10.2758
2015,150,18,21,37.7691,-2.96645,-79.05038,88.7065
2015,150,23,45,50.9617,-0.49466,-77.96500,1.7742
2015,151,4,27,47.7009,-0.53681,-77.95450,-3.9760
2015,152,7,46,25.7927,-0.37751,-78.59212,16.0124
2015,152,15,3,51.8428,-1.66326,-78.15012,158.8580
2015,152,16,56,8.9219,-3.34298,-79.54787,49.5912
2015,152,20,57,43.5837,-2.45191,-79.16875,15.7245
2015,152,22,31,3.6278,-1.19436,-78.39750,14.6166
2015,153,6,33,17.2012,-2.98991,-79.50012,26.9681
2015,153,8,21,46.1235,0.09705,-77.68938,0.0258
2015,153,10,47,7.5975,-2.46076,-79.31300,81.8242
2015,154,3,14,36.0246,-3.03573,-80.04750,29.9664
2015,154,22,1,20.2050,-0.38354,-78.59038,13.2874
2015,229,4,18,43.6553,-0.04540,-78.46938,10.8258
2015,229,7,18,43.5493,-1.11948,-78.42875,9.7052
2015,230,5,36,59.3092,-1.10538,-78.31675,5.2679
2015,231,16,52,5.8401,-2.65521,-79.61713,39.9803
2015,232,12,47,56.1486,-2.07540,-79.04275,21.0855
2015,235,16,21,40.3842,-0.31648,-79.37537,45.4502
2015,236,0,57,48.6808,-0.02199,-77.77312,5.8258
2015,236,2,45,46.6193,-0.86424,-80.34125,113.2585
2015,236,4,35,49.4171,-2.97163,-79.55212,15.2188
2015,236,19,55,56.9156,0.72023,-77.85075,1.5225
2015,236,23,43,4.2258,0.18855,-77.40562,30.2006
2015,236,23,59,30.0918,-0.91264,-79.76038,65.2704
2015,237,10,28,8.2596,0.60245,-79.71425,19.4735
2015,238,1,30,23.3607,-0.13930,-79.97275,167.8632
2015,239,5,51,34.1794,-0.43627,-77.93100,4.7746
2015,239,18,59,48.9140,0.62522,-78.19900,9.7733
2015,241,13,26,22.8645,-3.43100,-80.21088,65.0999
2015,241,21,28,18.9008,-0.44525,-79.95988,96.3245
2015,241,22,21,42.8222,-1.03228,-80.53687,21.2689
2015,242,4,28,2.9464,0.25172,-79.13387,31.1379
2015,242,5,19,48.4657,-1.31089,-79.30725,105.4397
2015,242,6,13,27.5756,0.00431,-77.27350,13.7633
2015,243,15,28,32.7634,-0.86104,-79.99687,65.0210
2015,244,0,16,3.9993,0.15029,-80.20650,8.6757
2015,244,5,39,57.0185,-1.96792,-78.84788,17.2133
2015,244,9,36,53.2748,-0.14104,-79.06387,15.6882
2015,245,9,25,59.7539,-1.27106,-80.66500,61.5154
2015,245,20,45,18.2910,-1.21383,-79.77763,81.9538
2015,245,22,12,21.2951,0.60975,-78.18887,16.1734
2015,247,5,11,6.1811,0.20578,-78.68675,14.8756
2015,247,7,31,46.3417,-0.00161,-78.46250,10.3633
2015,247,15,9,18.5319,-1.18578,-78.37000,-4.9833
2015,248,12,10,20.2837,0.76114,-79.78438,22.2096
2015,250,2,15,11.5517,0.42366,-78.56587,104.6747
2015,251,23,45,3.9674,-1.04006,-78.29112,4.7688
2015,297,23,10,34.8671,-0.52726,-78.44187,11.9615
2015,297,23,29,50.8886,-0.95967,-79.48875,28.1824
2015,298,5,8,47.0191,-1.11230,-78.38238,6.0553
2015,298,7,6,33.7515,-1.97235,-79.13763,26.9507
2015,298,7,39,23.5746,-2.22126,-79.72112,75.8190
2015,298,7,54,22.8511,0.65165,-79.03462,14.7731
2015,298,20,35,56.9690,-1.13844,-79.82088,82.2050
2015,299,7,59,14.8871,0.77540,-78.88975,70.0219
2015,299,22,59,7.5858,1.15491,-77.47562,20.2672
2015,300,1,22,53.1986,0.15079,-78.74125,15.9007
2015,300,5,25,39.0279,-1.41221,-79.22100,107.5630
2015,300,8,57,46.8707,-1.06208,-79.42137,106.5310
2015,300,10,17,7.9169,-2.39933,-79.72637,76.5512
2015,300,23,48,3.6736,-0.99715,-78.29325,8.1319
2015,301,1,55,28.3001,-3.75219,-79.76337,73.5850
2015,301,4,52,54.4968,0.29728,-77.44537,23.2753
2015,301,7,31,18.2523,-2.52267,-79.31875,31.4847
2015,301,13,13,18.8255,-2.84259,-79.99275,39.9737
2015,301,16,58,50.3209,-3.31117,-80.01662,59.4801
2015,302,19,56,43.7777,-3.01228,-79.97900,18.6423
2015,302,21,17,42.7222,-0.07309,-78.39775,7.1758
2015,302,22,7,17.5300,-0.22523,-79.16250,19.7755
2015,303,12,1,24.3517,0.89466,-79.68300,22.3707
2015,304,0,47,30.5405,-1.10324,-78.34637,11.9805
2015,304,1,11,50.4776,-1.00005,-78.29887,8.6444
2015,304,9,34,54.9671,-1.00106,-78.29987,9.5944
2015,304,11,26,52.7444,-0.97010,-78.38162,12.1073
2015,304,14,9,51.4587,-1.17938,-78.41125,13.2418
2015,304,16,39,49.6681,0.13707,-78.71137,11.5257
2015,304,17,52,51.3093,-1.02170,-78.29637,11.7316
2015,304,20,32,16.0577,-1.99900,-79.94987,74.1500
2015,304,22,11,33.5704,0.13531,-78.71400,12.7257
2015,304,22,51,22.1513,-1.05517,-78.30900,8.9561
2015,305,4,55,36.7639,-1.12666,-78.38912,15.7426
2015,305,11,15,42.5533,0.86282,-79.60300,15.8335
2015,305,15,52,15.1413,0.94651,-79.66250,22.9700
2015,305,16,50,31.6436,-1.20267,-78.34950,16.5165
2015,305,16,54,20.6788,-1.19864,-78.35250,15.1290
2015,305,21,4,18.0058,-1.19876,-78.37150,14.7915
2015,305,23,46,46.1794,-3.10216,-80.11175,28.0012
2015,306,1,35,48.3551,-1.54814,-79.09788,111.8604
2015,306,16,13,35.5144,-1.18392,-78.39375,16.7543
2015,307,2,10,13.0757,-1.18504,-78.39213,13.6043
2015,307,3,54,25.9015,-1.01566,-78.28525,12.3942
2015,307,16,39,55.7959,-1.18177,-78.41650,10.2668
2015,308,17,48,54.9375,-1.01490,-78.28825,11.4317
2015,309,3,32,11.9168,0.02847,-78.50088,2.2758
2015,309,4,6,21.0407,-2.17095,-79.57012,90.5079
2015,309,8,27,58.8537,-0.87443,-79.15537,113.7959
2015,309,10,2,16.0897,-3.06538,-79.89175,17.2152
2015,309,10,26,17.6757,-0.98934,-78.31925,0.7695
2015,310,3,15,58.7090,-1.48329,-78.49475,13.0241
2015,310,23,29,13.1232,-1.07065,-78.35000,8.5559
2015,310,23,32,42.6698,-1.07216,-78.35838,9.0559
2015,312,0,17,58.2700,-0.01683,-77.74275,17.1383
2015,312,19,36,12.7614,0.46028,-78.77575,92.0245
2015,318,2,36,6.0013,-0.14192,-77.75538,8.9007
2015,318,13,56,10.3171,0.08472,-77.75488,15.1508
2015,319,22,0,0.1356,-0.99011,-78.29887,8.8445
2015,319,22,57,50.8974,-2.25923,-79.20988,8.9929
2015,321,18,52,0.3001,0.25222,-78.43262,2.4129
2015,323,4,14,3.6275,-1.39080,-78.42150,12.3383
2015,323,8,1,45.6750,-1.61232,-79.00900,106.2465
2015,326,0,29,58.0945,-3.10263,-79.94962,55.2137
2015,327,2,23,32.2614,-0.81537,-79.31763,75.3965
2015,327,8,40,14.3849,-3.06367,-80.06625,30.3903
2015,328,9,46,54.3991,-3.24232,-79.73163,54.9705
2015,328,12,30,14.9395,0.76478,-78.76900,14.7721
2015,328,13,47,38.8545,-1.00105,-78.31625,-0.2306
2015,328,16,54,5.1075,-3.81745,-79.18987,91.3068
2015,329,8,35,10.6192,-1.11545,-78.23612,7.6553
2015,330,3,31,15.3837,-3.70575,-79.75587,73.4997
2015,330,16,59,52.4200,0.03917,-78.32025,12.8633
2015,330,19,4,24.8741,0.04080,-78.40188,6.4883
2015,330,23,2,33.1161,-1.09178,-79.38888,106.4181
2015,332,5,36,55.8723,-3.66562,-79.56113,77.6767
2015,332,10,37,28.3225,-1.21360,-78.36675,6.3038
2015,333,10,31,9.4625,0.53122,-78.02238,11.1115
2015,334,7,46,35.1465,-0.41676,-77.93813,4.7747
2015,335,9,23,58.6278,-1.09154,-78.30388,11.7056
2015,336,10,33,29.6227,-1.55805,-78.12238,167.0352
2015,336,12,11,5.0186,-2.12183,-79.04800,20.5343
2015,336,16,12,44.5217,0.23687,-78.35113,6.8880
2015,336,21,32,0.2826,-2.34283,-79.21963,27.3154
2015,337,3,29,57.0224,-0.98394,-78.50475,9.7696
2015,337,4,39,22.7303,0.04206,-78.42300,9.7258
2015,337,8,8,1.6516,-0.93056,-79.16900,112.4702
2015,337,9,40,35.3258,-2.52463,-79.71712,58.8972
2015,337,19,43,45.6844,-4.10358,-79.82400,80.9172
2015,337,23,57,55.7503,-0.02501,-78.51762,19.6383
2015,338,5,0,16.2663,-0.16596,-77.21413,23.9882
2015,338,5,2,17.0490,-1.16390,-78.41563,14.2796
2015,338,22,24,27.6197,0.00771,-78.39587,11.9133
2015,339,2,33,8.5455,-3.82548,-79.25713,85.2564
2015,340,5,33,31.9867,-1.85340,-78.75862,13.2411
2015,340,8,18,3.3446,0.05968,-77.70575,11.9758
2015,340,14,5,22.5303,-0.20233,-77.79037,15.0256
2015,340,22,18,51.8374,-0.93735,-79.15388,108.4202
2015,340,23,48,5.6015,0.13758,-79.25750,14.7507
2015,341,1,57,29.4624,-0.22737,-77.77875,10.7255
2015,341,11,4,43.5140,-3.54515,-79.99200,67.9072
2015,341,13,11,42.7777,0.17986,-77.75675,5.0256
2015,342,5,49,50.4170,-1.84043,-78.76300,13.0790
2015,342,19,37,54.4968,-0.90159,-79.77750,84.7706
2015,343,4,57,28.4320,-3.17028,-78.56988,74.5860
2015,343,7,38,44.9737,0.08271,-78.37675,12.9133
2015,343,13,20,3.7989,-1.18353,-79.18725,107.9793
2015,343,16,6,50.3216,-2.12392,-78.99812,109.2842
2015,344,0,52,46.6309,-2.22830,-79.65788,75.2688
2015,344,5,39,8.0249,-0.21290,-77.78450,15.0255
2015,344,12,39,53.7893,-3.04203,-79.43862,-5.0339
2015,344,22,22,6.2583,-1.10702,-78.34750,11.6179
2015,344,22,26,32.5749,-1.10966,-78.36938,10.4429
2015,345,22,47,29.1460,-2.13142,-79.84450,84.7840
2015,348,0,24,48.9086,0.30584,-79.12937,39.3752
2015,348,5,46,14.3762,0.47043,-78.13538,11.2744
2015,348,6,36,33.3046,0.46616,-78.13925,12.8619
2015,348,7,43,26.1123,-3.57059,-79.60387,7.2436
2015,349,4,14,36.0656,-1.15556,-79.73825,84.7672
2015,349,12,12,27.0860,-3.56944,-79.66200,67.4561
2015,349,22,59,21.1727,-2.98747,-79.44925,50.2182
2015,350,9,2,18.8088,-1.37584,-79.21213,107.6386
2015,350,22,35,30.2213,0.94613,-79.20550,16.4075
2015,350,22,53,10.3118,0.95354,-79.18687,5.0075
2015,351,0,8,33.0911,-2.06505,-80.04462,65.7733
2015,351,1,1,17.1572,-0.84561,-79.18300,116.4337
2015,351,1,38,45.2373,0.27110,-78.28037,15.7254
2015,351,16,29,20.3016,-3.09042,-79.53075,52.5142
2015,353,1,11,4.3931,-3.77435,-79.36938,78.3839
2015,353,12,7,44.0961,-2.93102,-79.28200,66.8704
2015,353,18,49,55.1923,-3.25360,-79.09325,78.6450
2015,354,0,54,12.5482,-0.14029,-78.38700,9.5257
2015,354,5,24,29.6732,-2.33739,-79.02438,14.0281
2015,354,13,57,58.4875,-1.09230,-78.64750,19.7681
2015,354,20,27,12.5850,-0.78796,-79.20725,110.9968
2015,355,2,48,30.0419,-1.34146,-79.33662,98.7767
2015,355,8,2,4.1467,-2.57894,-79.13775,82.5954
2015,355,9,11,3.3562,-1.80745,-78.60125,135.3297
2015,355,21,57,7.1193,0.32886,-78.12200,10.7626
2015,355,22,18,56.9887,-3.66295,-79.50687,70.6393
2015,357,8,25,50.3940,0.23322,-80.03137,3.2005
2015,357,8,54,50.1462,-2.42627,-79.35325,78.5753
2015,357,14,33,38.6310,0.27235,-80.02937,9.0503
2015,357,16,16,41.4740,-2.69094,-78.85350,82.1541
2015,357,18,10,25.1600,0.83248,-79.64638,8.3589
2015,357,22,8,0.8857,-1.05818,-78.32300,5.0186
2015,357,22,41,32.7239,0.20453,-77.76837,18.0381
2015,358,9,42,11.8874,-1.07228,-78.35550,8.2684
2015,358,9,56,28.9720,0.23498,-80.04125,3.7380
2015,358,16,8,16.1950,-2.88179,-79.19850,19.9722
2015,358,19,29,31.9942,-0.16445,-78.61550,-4.9743
2015,360,9,46,10.5206,-0.90767,-78.56075,0.2705
2015,360,17,43,10.1863,-2.21257,-79.42338,73.6817
2015,360,21,52,5.1263,-1.08114,-80.69913,50.7933
2015,361,21,26,10.4535,-0.31861,-77.91113,10.2752
2015,361,23,57,50.3662,-3.27927,-79.78938,41.4564
2015,362,12,11,25.7868,-0.80952,-79.76575,10.2716
2015,362,16,6,16.5079,-3.40318,-79.55150,-5.0489
2015,362,17,26,50.1298,-3.44249,-79.30312,77.4494
2015,362,22,29,4.7099,-2.68050,-78.98650,82.0295
2015,363,6,49,43.2757,-0.93987,-79.17275,110.7701
